"","delta.rank","pval","level","nseqs","term","name","p.adj","comparison","ontology"
"2601",952,0.0306322274871267,4,27,"GO:0033209","tumor necrosis factor-mediated signaling pathway",0.203122952589968,"High_v_Control","Biological Processes"
"2602",-179,0.848227464612608,4,6,"GO:0033210","leptin-mediated signaling pathway",0.957665952121107,"High_v_Control","Biological Processes"
"2603",-284,0.588375329263677,2,19,"GO:0033227","dsRNA transport",0.855646245011521,"High_v_Control","Biological Processes"
"2604",-779,0.219299769486738,2,13,"GO:0033233","regulation of protein sumoylation",0.573937147719642,"High_v_Control","Biological Processes"
"2605",-784,0.442872795490861,2,5,"GO:0033234","negative regulation of protein sumoylation",0.769288528586873,"High_v_Control","Biological Processes"
"2606",-1104,0.171804641524592,2,8,"GO:0033235","positive regulation of protein sumoylation",0.516223737760855,"High_v_Control","Biological Processes"
"2607",-441,0.248316638604699,4,36,"GO:0033238","regulation of amine metabolic process",0.604862014048758,"High_v_Control","Biological Processes"
"2608",-501,0.591668504246243,5,6,"GO:0033239","negative regulation of amine metabolic process",0.85686208145428,"High_v_Control","Biological Processes"
"2609",571,0.429758838494164,2,10,"GO:0033240","positive regulation of amine metabolic process",0.760571993895073,"High_v_Control","Biological Processes"
"2610",1860,2.6304314524634e-08,2,47,"GO:0033260","nuclear DNA replication",1.7334247717638e-06,"High_v_Control","Biological Processes"
"2611",1234,0.00967075456462938,6,23,"GO:0033262","regulation of nuclear cell cycle DNA replication",0.0974552844012909,"High_v_Control","Biological Processes"
"2612",184,0.495669395176649,4,72,"GO:0033273","response to vitamin",0.805529949008234,"High_v_Control","Biological Processes"
"2613",72,0.866099688497146,4,29,"GO:0033280","response to vitamin D",0.962971501997301,"High_v_Control","Biological Processes"
"2614",-931,0.362351833629424,3,5,"GO:0033299","secretion of lysosomal enzymes",0.710767058273101,"High_v_Control","Biological Processes"
"2615",2242,0.000406477037584892,2,13,"GO:0033301;GO:0035186","cell cycle comprising mitosis without cytokinesis",0.00938577884029682,"High_v_Control","Biological Processes"
"2616",1160,0.151059671589149,2,8,"GO:0033313;GO:0051598","meiotic cell cycle checkpoint signaling",0.489028150472775,"High_v_Control","Biological Processes"
"2617",1234,0.0434719388859758,4,14,"GO:0033314","mitotic DNA replication checkpoint signaling",0.252796076786194,"High_v_Control","Biological Processes"
"2618",665,0.476146020348364,3,6,"GO:0033327","Leydig cell differentiation",0.793470234592724,"High_v_Control","Biological Processes"
"2619",-177,0.772720967882185,4,14,"GO:0033333;GO:0033334;GO:0033339","fin development",0.934820230327767,"High_v_Control","Biological Processes"
"2620",-1417,0.0397972523646716,2,11,"GO:0033344","cholesterol efflux",0.238679627142614,"High_v_Control","Biological Processes"
"2621",-1648,0.07735807885711,3,6,"GO:0033353","S-adenosylmethionine cycle",0.347990294337871,"High_v_Control","Biological Processes"
"2622",-282,0.507423928778292,2,29,"GO:0033363","secretory granule organization",0.812049021931948,"High_v_Control","Biological Processes"
"2623",227,0.0224738266470929,2,568,"GO:0033365","protein localization to organelle",0.1677377580641,"High_v_Control","Biological Processes"
"2624",-123,0.886475123191998,-1,7,"GO:0033483","obsolete gas homeostasis",0.970720051814987,"High_v_Control","Biological Processes"
"2625",46,0.941833193336279,3,13,"GO:0033504","floor plate development",0.98552029334132,"High_v_Control","Biological Processes"
"2626",855,0.0796604579162064,-1,22,"GO:0033522","obsolete histone H2A ubiquitination",0.352610253342302,"High_v_Control","Biological Processes"
"2627",1554,0.00846918855537679,-1,15,"GO:0033523","obsolete histone H2B ubiquitination",0.0903498504503136,"High_v_Control","Biological Processes"
"2628",-1150,0.0442546081457132,2,16,"GO:0033539","fatty acid beta-oxidation using acyl-CoA dehydrogenase",0.254963926104723,"High_v_Control","Biological Processes"
"2629",344,0.670293069780849,3,8,"GO:0033540","fatty acid beta-oxidation using acyl-CoA oxidase",0.897248667442097,"High_v_Control","Biological Processes"
"2630",467,3.86571472225425e-11,3,1237,"GO:0033554","cellular response to stress",4.53448336920424e-09,"High_v_Control","Biological Processes"
"2631",-521,0.0785967199357187,2,60,"GO:0033555","multicellular organismal response to stress",0.350100222310409,"High_v_Control","Biological Processes"
"2632",-1511,0.0615506591388711,-1,8,"GO:0033561","obsolete regulation of water loss via skin",0.306541556237261,"High_v_Control","Biological Processes"
"2633",732,0.311377227935138,3,10,"GO:0033563","dorsal/ventral axon guidance",0.669438211818029,"High_v_Control","Biological Processes"
"2634",-127,0.882815872813534,7,7,"GO:0033564","anterior/posterior axon guidance",0.969246554483597,"High_v_Control","Biological Processes"
"2635",866,0.397074737671143,3,5,"GO:0033567","DNA replication, Okazaki fragment processing",0.739066703571225,"High_v_Control","Biological Processes"
"2636",-1228,0.0163932172801834,2,20,"GO:0033572","transferrin transport",0.138539220962933,"High_v_Control","Biological Processes"
"2637",435,0.202390518280456,2,45,"GO:0033574","response to testosterone",0.551705713513966,"High_v_Control","Biological Processes"
"2638",-25,0.979105155540163,-1,6,"GO:0033577","obsolete protein glycosylation in endoplasmic reticulum",0.995325768693283,"High_v_Control","Biological Processes"
"2639",-1114,0.275766260241183,2,5,"GO:0033591","response to L-ascorbic acid",0.633269035361996,"High_v_Control","Biological Processes"
"2640",786,0.330723450313519,3,8,"GO:0033598","mammary gland epithelial cell proliferation",0.684524370790253,"High_v_Control","Biological Processes"
"2641",725,0.36975168415614,2,8,"GO:0033599","regulation of mammary gland epithelial cell proliferation",0.717956222347313,"High_v_Control","Biological Processes"
"2642",-1586,0.0373816589968708,2,9,"GO:0033604","negative regulation of catecholamine secretion",0.229820301205447,"High_v_Control","Biological Processes"
"2643",-851,0.404871011869943,2,5,"GO:0033605","positive regulation of catecholamine secretion",0.74653107681966,"High_v_Control","Biological Processes"
"2644",-840,0.0188147292932999,2,41,"GO:0033619","membrane protein proteolysis",0.151208059467808,"High_v_Control","Biological Processes"
"2645",45,0.926913543320682,3,22,"GO:0033627","cell adhesion mediated by integrin",0.980875001052316,"High_v_Control","Biological Processes"
"2646",24,0.961436056206996,5,21,"GO:0033628","regulation of cell adhesion mediated by integrin",0.992125190086624,"High_v_Control","Biological Processes"
"2647",512,0.457321706886259,3,11,"GO:0033630","positive regulation of cell adhesion mediated by integrin",0.781752203698021,"High_v_Control","Biological Processes"
"2648",386,0.705687759154386,2,5,"GO:0033631","cell-cell adhesion mediated by integrin",0.910290278947823,"High_v_Control","Biological Processes"
"2649",306,0.375362801287506,5,44,"GO:0033688","regulation of osteoblast proliferation",0.722752077987926,"High_v_Control","Biological Processes"
"2650",1167,0.211003175767702,2,6,"GO:0033689","negative regulation of osteoblast proliferation",0.56225971189349,"High_v_Control","Biological Processes"
"2651",120,0.844732841314588,2,14,"GO:0033690","positive regulation of osteoblast proliferation",0.956602311435587,"High_v_Control","Biological Processes"
"2652",-72,0.882719203193851,5,22,"GO:0033762","response to glucagon",0.969246554483597,"High_v_Control","Biological Processes"
"2653",-1223,0.000340657216344408,7,45,"GO:0033866;GO:0034030;GO:0034033;GO:0035384;GO:0071616","ribonucleoside bisphosphate biosynthetic process",0.00822203528337429,"High_v_Control","Biological Processes"
"2654",-513,0.436608745169173,7,12,"GO:0033962","P-body assembly",0.764391131467821,"High_v_Control","Biological Processes"
"2655",56,0.58584244922783,2,520,"GO:0033993","response to lipid",0.854906884198516,"High_v_Control","Biological Processes"
"2656",-970,0.342580300032606,2,5,"GO:0034031;GO:0034034;GO:0033869","ribonucleoside bisphosphate catabolic process",0.693371109275825,"High_v_Control","Biological Processes"
"2657",-406,0.521668140289121,2,13,"GO:0034035;GO:0050427","purine ribonucleoside bisphosphate metabolic process",0.817851815770033,"High_v_Control","Biological Processes"
"2658",158,0.802866051191623,4,13,"GO:0034058","endosomal vesicle fusion",0.944065099140856,"High_v_Control","Biological Processes"
"2659",392,0.607261002328483,3,9,"GO:0034059","response to anoxia",0.863205472287095,"High_v_Control","Biological Processes"
"2660",306,0.64342521599535,7,12,"GO:0034063","stress granule assembly",0.883770835461059,"High_v_Control","Biological Processes"
"2661",-538,0.34650277064298,3,16,"GO:0034067","protein localization to Golgi apparatus",0.697899059115417,"High_v_Control","Biological Processes"
"2662",1200,0.198494727243187,5,6,"GO:0034091;GO:0034182","regulation of maintenance of mitotic sister chromatid cohesion",0.545866968851106,"High_v_Control","Biological Processes"
"2663",-11,0.920710398311177,2,450,"GO:0034097;GO:0071345","response to cytokine",0.979021955708289,"High_v_Control","Biological Processes"
"2664",259,0.454082474650562,3,44,"GO:0034103;GO:0046850","regulation of tissue remodeling",0.778734385091377,"High_v_Control","Biological Processes"
"2665",700,0.493155096115361,2,5,"GO:0034104","negative regulation of tissue remodeling",0.804500717009227,"High_v_Control","Biological Processes"
"2666",-225,0.703641889753096,2,15,"GO:0034105","positive regulation of tissue remodeling",0.90980151750483,"High_v_Control","Biological Processes"
"2667",853,0.237859037215265,4,10,"GO:0034109;GO:0070527","homotypic cell-cell adhesion",0.594826027684572,"High_v_Control","Biological Processes"
"2668",253,0.668705952416052,2,15,"GO:0034110","regulation of homotypic cell-cell adhesion",0.896445483605953,"High_v_Control","Biological Processes"
"2669",177,0.7972126406627,3,11,"GO:0034111","negative regulation of homotypic cell-cell adhesion",0.944063627283467,"High_v_Control","Biological Processes"
"2670",176,0.85018869864739,7,6,"GO:0034113;GO:0060298","positive regulation of sarcomere organization",0.957665952121107,"High_v_Control","Biological Processes"
"2671",408,0.277985231345578,4,37,"GO:0034121","regulation of toll-like receptor signaling pathway",0.635131819961751,"High_v_Control","Biological Processes"
"2672",998,0.0908268674758285,2,15,"GO:0034122","negative regulation of toll-like receptor signaling pathway",0.376221738580837,"High_v_Control","Biological Processes"
"2673",215,0.716192468303876,4,15,"GO:0034123","positive regulation of toll-like receptor signaling pathway",0.914537083954329,"High_v_Control","Biological Processes"
"2674",1769,0.0579341459662809,2,6,"GO:0034124","regulation of MyD88-dependent toll-like receptor signaling pathway",0.295978890324249,"High_v_Control","Biological Processes"
"2675",658,0.446259339313458,2,7,"GO:0034139","regulation of toll-like receptor 3 signaling pathway",0.773208574615489,"High_v_Control","Biological Processes"
"2676",601,0.556287646958447,7,5,"GO:0034141","positive regulation of toll-like receptor 3 signaling pathway",0.836356587903433,"High_v_Control","Biological Processes"
"2677",897,0.239209271093561,6,9,"GO:0034142;GO:0140895;GO:0002752","toll-like receptor 4 signaling pathway",0.597005265942015,"High_v_Control","Biological Processes"
"2678",952,0.238989056408783,2,8,"GO:0034143;GO:0034145","regulation of toll-like receptor 4 signaling pathway",0.596963720544085,"High_v_Control","Biological Processes"
"2679",-291,0.702782841662488,8,9,"GO:0034162;GO:0140894","endolysosomal toll-like receptor signaling pathway",0.90980151750483,"High_v_Control","Biological Processes"
"2680",-338,0.657109162866964,7,9,"GO:0034196;GO:0034197;GO:1905671;GO:0035376;GO:0070508;GO:0070543;GO:1905123","regulation of lysosome organization",0.890467939051466,"High_v_Control","Biological Processes"
"2681",427,0.232087330527553,2,41,"GO:0034198;GO:1990928","response to amino acid starvation",0.589569065349447,"High_v_Control","Biological Processes"
"2682",-1499,0.142417442919214,6,5,"GO:0034199","activation of protein kinase A activity",0.476213399498968,"High_v_Control","Biological Processes"
"2683",-2513,0.00361976973348431,2,7,"GO:0034205;GO:0035333","amyloid-beta formation",0.049718851257343,"High_v_Control","Biological Processes"
"2684",-320,0.657937171050266,2,10,"GO:0034214","protein hexamerization",0.890826630386306,"High_v_Control","Biological Processes"
"2685",-409,1.01570380189083e-05,2,665,"GO:0034220;GO:0055085","transmembrane transport",0.000374660553338976,"High_v_Control","Biological Processes"
"2686",166,0.871268467750419,3,5,"GO:0034227","tRNA thio-modification",0.963470200641467,"High_v_Control","Biological Processes"
"2687",255,0.0635601713490231,4,287,"GO:0034248;GO:0006417","regulation of amide metabolic process",0.31096583361537,"High_v_Control","Biological Processes"
"2688",308,0.135265773008899,3,125,"GO:0034250;GO:0045727","positive regulation of amide metabolic process",0.464209338032295,"High_v_Control","Biological Processes"
"2689",-97,0.829216193935922,2,26,"GO:0034260","negative regulation of GTPase activity",0.95195659661445,"High_v_Control","Biological Processes"
"2690",-617,0.0460862306345985,2,55,"GO:0034308","primary alcohol metabolic process",0.262838841983169,"High_v_Control","Biological Processes"
